equipment_type,part_category,lead_time,lead_time_variability,supplier_count,supplier_reliability,supplier_dependency,stock_level,safety_stock,reorder_point,demand_rate,demand_variability,failure_rate,MTBF,MTTR,equipment_criticality,part_criticality,transport_delay,customs_delay,historical_stockouts,historical_downtime,riesgo_stockout,downtime_esperado_horas
Jumbo de Perforación,Transmisión y Tren de Potencia,138.6,39.0,1,0.839,1.0,2,0,4,1.12,0.36,0.0062,1800.0,19.0,2,2,5.3,7.0,1,28.6,1,62.5
Ventilador Axial Principal,Transmisión y Tren de Potencia,195.9,51.8,1,0.651,1.0,7,2,10,1.82,0.32,0.0341,703.1,18.1,3,2,1.2,5.9,0,0.0,1,84.4
Jumbo de Perforación,Desagüe y Bombeo de Relaves,143.3,19.8,1,0.729,1.0,7,1,8,2.19,0.62,0.0612,392.2,22.6,2,3,13.6,22.7,1,72.4,1,70.7
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,173.7,51.0,1,0.761,1.0,9,1,10,2.25,0.82,0.0291,824.5,20.1,3,2,13.5,1.1,2,125.2,0,4.5
Compresor Estacionario,Hidráulica de Alta Presión,154.7,19.8,1,0.811,1.0,2,3,4,0.2,0.06,0.0103,1800.0,13.6,1,3,3.4,6.1,1,26.9,0,5.7
Ventilador Axial Principal,Hidráulica de Alta Presión,147.2,41.5,1,0.65,1.0,0,0,1,0.25,0.1,0.0213,1128.0,12.2,3,3,4.4,9.0,0,0.0,1,91.4
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,97.7,34.0,1,0.706,1.0,2,0,3,1.19,0.48,0.0089,1800.0,18.9,3,3,38.5,7.3,1,28.3,0,0.8
Ventilador Axial Principal,Perforación y Rotación,115.6,39.2,1,0.759,1.0,2,0,5,1.74,0.45,0.0406,591.4,14.1,3,2,4.3,0.1,1,44.3,1,62.6
Scooptram (LHD),Ventilación y Flujo de Aire,94.9,28.5,2,0.826,0.877,4,3,7,1.69,0.75,0.0298,806.6,17.4,2,3,10.6,8.8,4,116.5,0,11.8
Scooptram (LHD),Transmisión y Tren de Potencia,101.9,23.8,1,0.917,1.0,0,0,1,0.31,0.07,0.0146,1643.1,25.9,2,2,0.9,1.2,2,34.5,1,39.6
Ventilador Axial Principal,Perforación y Rotación,112.7,30.3,2,0.806,0.709,5,0,4,1.36,0.57,0.018,1335.0,24.3,3,2,2.5,4.9,2,42.4,0,0.5
Jumbo de Perforación,Ventilación y Flujo de Aire,141.2,39.8,1,0.747,1.0,0,1,5,1.12,0.37,0.0084,1800.0,28.3,2,3,4.5,15.5,2,53.7,1,59.3
Scooptram (LHD),Desagüe y Bombeo de Relaves,127.6,13.0,1,0.739,1.0,3,1,2,0.34,0.11,0.0253,950.2,20.4,2,3,13.0,2.6,2,52.8,0,0.7
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,103.9,13.1,2,0.932,0.736,7,1,6,2.23,0.51,0.0109,1800.0,15.5,3,3,0.2,0.6,3,71.6,0,4.5
Jumbo de Perforación,Transmisión y Tren de Potencia,112.2,28.0,1,0.74,1.0,4,1,2,0.27,0.13,0.0123,1800.0,21.0,2,2,7.5,3.7,0,0.0,0,0.9
Jumbo de Perforación,Transmisión y Tren de Potencia,128.0,13.0,1,0.853,1.0,1,1,2,0.36,0.1,0.0382,628.9,15.0,2,2,5.4,4.2,0,0.0,1,45.4
Ventilador Axial Principal,Hidráulica de Alta Presión,138.9,45.5,1,0.742,1.0,9,3,12,2.75,0.72,0.0581,413.0,19.8,3,3,2.5,1.0,2,59.8,1,57.0
Scooptram (LHD),Transmisión y Tren de Potencia,64.6,14.4,1,0.865,1.0,1,1,1,0.2,0.09,0.0072,1800.0,24.3,2,2,6.9,1.9,1,19.5,0,10.5
Compresor Estacionario,Desagüe y Bombeo de Relaves,75.4,12.4,1,0.749,1.0,2,1,5,2.43,0.41,0.0507,473.0,19.8,1,3,4.2,6.7,2,131.0,1,33.6
Perforadora Long Hole,Perforación y Rotación,162.1,32.2,2,0.965,0.885,6,3,13,2.73,0.67,0.09,266.7,18.2,2,2,2.9,6.0,0,0.0,1,54.0
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,107.7,33.7,1,0.65,1.0,0,2,3,0.2,0.08,0.0099,1800.0,19.6,3,3,0.4,18.8,1,46.8,0,1.6
Scooptram (LHD),Transmisión y Tren de Potencia,94.8,31.5,3,0.945,0.842,2,1,4,1.38,0.5,0.0275,871.1,17.3,2,2,2.4,4.6,2,80.5,0,1.8
Shovel / Pala,Hidráulica de Alta Presión,100.3,12.9,1,0.722,1.0,5,0,7,3.02,1.5,0.0556,431.9,13.8,3,3,1.9,0.6,0,0.0,1,42.6
Perforadora Long Hole,Hidráulica de Alta Presión,100.3,29.5,1,0.704,1.0,8,2,13,4.71,2.25,0.0861,278.7,19.0,2,3,6.4,26.2,2,36.3,1,61.5
Shovel / Pala,Transmisión y Tren de Potencia,133.7,32.7,3,0.962,0.868,1,2,9,2.38,1.09,0.0164,1462.7,4.0,3,2,15.4,3.1,1,25.6,1,77.3
Scooptram (LHD),Transmisión y Tren de Potencia,74.6,18.4,1,0.65,1.0,2,2,3,0.74,0.16,0.0341,704.5,23.4,2,2,6.9,2.7,6,379.7,0,10.7
Bomba de Desagüe Multietapa,Electrónica y Control ECM,111.0,32.7,3,0.936,0.912,5,1,4,1.16,0.54,0.0175,1372.6,20.3,3,3,2.9,2.5,3,60.0,0,4.6
Perforadora Long Hole,Hidráulica de Alta Presión,119.9,18.7,1,0.872,1.0,5,2,7,1.69,0.75,0.0299,801.5,15.0,2,3,4.8,4.7,2,35.9,0,1.6
Bomba de Desagüe Multietapa,Perforación y Rotación,126.4,29.4,1,0.797,1.0,5,1,9,2.7,1.33,0.0721,333.1,19.2,3,2,0.6,5.5,1,46.8,1,72.0
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,118.9,21.4,1,0.787,1.0,8,0,9,3.25,0.64,0.0314,763.4,23.0,3,2,3.0,16.5,1,19.4,1,76.5
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,131.8,16.3,1,0.661,1.0,8,2,7,1.54,0.24,0.031,773.9,19.9,3,3,2.8,8.3,1,44.5,0,6.5
Ventilador Axial Principal,Electrónica y Control ECM,90.0,11.4,2,0.956,0.808,0,0,1,0.3,0.05,0.0272,882.7,24.8,3,3,5.8,1.1,2,39.2,1,49.4
Scooptram (LHD),Hidráulica de Alta Presión,79.1,10.6,1,0.778,1.0,3,1,4,1.59,0.7,0.0257,932.0,20.5,2,3,18.8,1.7,1,69.7,0,0.3
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,259.9,66.0,1,0.828,1.0,6,2,25,3.72,1.44,0.082,292.6,20.6,3,3,3.7,11.4,2,57.8,1,135.9
Scooptram (LHD),Ventilación y Flujo de Aire,99.0,12.5,1,0.911,1.0,6,3,5,0.8,0.26,0.09,266.7,19.9,2,3,4.9,3.0,2,115.0,0,0.7
Jumbo de Perforación,Electrónica y Control ECM,103.1,25.0,1,0.674,1.0,2,0,11,4.52,1.83,0.064,374.9,15.7,2,3,1.7,16.6,4,161.6,1,49.2
Jumbo de Perforación,Electrónica y Control ECM,139.5,34.5,3,0.913,0.584,7,1,14,3.87,1.36,0.0472,508.1,18.7,2,3,2.2,1.8,2,112.2,1,64.8
Ventilador Axial Principal,Hidráulica de Alta Presión,192.3,62.7,1,0.794,1.0,3,1,2,0.32,0.16,0.0192,1248.5,20.5,3,3,7.6,0.4,1,67.2,1,87.5
Scooptram (LHD),Ventilación y Flujo de Aire,90.9,23.3,2,0.976,0.651,2,1,3,0.97,0.35,0.0607,395.6,10.8,2,3,0.8,6.2,1,40.6,0,4.9
Bomba de Desagüe Multietapa,Perforación y Rotación,77.5,26.9,1,0.816,1.0,2,2,9,4.01,0.93,0.09,266.7,20.0,3,2,2.1,2.8,2,61.5,1,38.2
Shovel / Pala,Hidráulica de Alta Presión,71.2,7.7,1,0.735,1.0,5,1,4,1.8,0.31,0.0388,619.2,21.0,3,3,8.6,9.5,1,54.6,0,8.3
Scooptram (LHD),Hidráulica de Alta Presión,192.1,53.0,2,0.806,0.796,7,0,12,2.68,1.2,0.0466,515.2,13.2,2,3,4.5,0.6,4,154.4,1,61.7
Scooptram (LHD),Perforación y Rotación,76.5,8.2,2,0.875,0.618,4,1,6,3.06,0.85,0.0657,365.3,21.3,2,2,13.9,1.1,3,153.2,1,41.9
Scooptram (LHD),Transmisión y Tren de Potencia,108.9,30.8,3,0.934,0.728,1,1,2,0.47,0.1,0.045,532.8,14.3,2,2,4.9,7.3,0,0.0,0,0.2
Perforadora Long Hole,Ventilación y Flujo de Aire,78.1,15.4,2,0.967,0.635,6,3,11,4.55,1.3,0.0702,341.8,19.4,2,3,1.9,1.6,1,50.3,0,28.6
Ventilador Axial Principal,Electrónica y Control ECM,66.3,16.8,1,0.908,1.0,6,1,3,1.14,0.24,0.0151,1591.8,25.7,3,3,0.4,10.4,2,46.6,0,1.9
Ventilador Axial Principal,Electrónica y Control ECM,99.3,17.6,1,0.801,1.0,3,0,3,1.1,0.36,0.0605,396.7,15.9,3,3,14.2,3.8,2,31.7,1,83.5
Scooptram (LHD),Transmisión y Tren de Potencia,79.2,11.1,2,0.786,0.682,1,1,1,0.21,0.06,0.0188,1278.3,24.8,2,2,3.8,1.0,2,131.7,0,5.2
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,86.4,24.3,1,0.743,1.0,5,2,4,1.07,0.29,0.005,1800.0,23.5,3,2,3.5,1.5,0,0.0,0,1.9
Perforadora Long Hole,Hidráulica de Alta Presión,222.0,72.4,2,0.921,0.815,5,3,18,2.91,0.66,0.0509,471.4,17.0,2,3,1.2,5.9,1,32.7,1,65.3
Perforadora Long Hole,Ventilación y Flujo de Aire,127.6,18.6,2,0.829,0.661,6,1,8,2.42,0.73,0.0281,854.3,13.5,2,3,3.6,1.0,2,102.7,0,5.3
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,152.4,50.3,2,0.915,0.894,3,1,6,1.46,0.25,0.0249,963.2,23.0,3,3,0.6,1.9,1,35.2,1,84.3
Scooptram (LHD),Ventilación y Flujo de Aire,146.8,19.8,2,0.769,0.696,8,3,18,4.52,0.69,0.0297,808.8,26.4,2,3,6.5,7.1,2,64.2,1,68.9
Scooptram (LHD),Electrónica y Control ECM,106.2,30.1,2,0.895,0.553,2,3,6,1.25,0.6,0.0266,900.7,7.4,2,3,10.4,10.6,2,103.2,0,19.3
Scooptram (LHD),Hidráulica de Alta Presión,94.3,32.1,1,0.85,1.0,2,2,10,3.6,1.66,0.09,266.7,17.2,2,3,17.9,9.1,2,112.3,1,52.5
Jumbo de Perforación,Hidráulica de Alta Presión,120.0,16.4,2,0.978,0.739,7,1,4,1.24,0.58,0.0159,1506.5,14.0,2,3,1.8,0.9,3,223.5,0,8.1
Scooptram (LHD),Desagüe y Bombeo de Relaves,116.7,24.4,1,0.905,1.0,0,0,1,0.34,0.12,0.0234,1025.7,10.5,2,3,1.2,18.9,2,73.9,1,58.5
Jumbo de Perforación,Transmisión y Tren de Potencia,90.1,16.6,2,0.825,0.598,2,0,5,2.48,1.07,0.0376,637.6,17.7,2,2,0.8,1.8,1,50.7,1,32.1
Jumbo de Perforación,Transmisión y Tren de Potencia,115.1,22.7,2,0.926,0.801,7,1,8,2.67,1.03,0.0333,721.3,17.5,2,2,0.5,0.4,0,0.0,0,3.6
Faja Transportadora,Hidráulica de Alta Presión,85.9,24.8,2,0.903,0.661,3,2,4,1.18,0.19,0.0146,1638.2,12.1,3,3,8.3,4.7,0,0.0,0,1.4
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,103.6,27.5,2,0.889,0.567,8,3,6,1.23,0.25,0.0231,1038.3,21.6,3,3,2.7,23.4,3,135.0,0,7.1
Perforadora Long Hole,Transmisión y Tren de Potencia,97.8,33.5,2,0.914,0.888,1,0,3,1.46,0.4,0.0198,1212.2,20.5,2,2,1.0,2.0,2,140.6,1,41.4
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,70.6,10.3,1,0.744,1.0,1,1,4,2.12,0.4,0.012,1800.0,9.3,3,3,3.5,3.0,0,0.0,1,52.2
Scooptram (LHD),Perforación y Rotación,48.3,11.4,3,0.817,0.605,4,2,4,1.35,0.21,0.0367,653.4,23.6,2,2,0.8,0.0,2,104.1,0,0.8
Shovel / Pala,Perforación y Rotación,79.2,16.8,1,0.778,1.0,2,0,2,0.9,0.44,0.0443,542.0,23.0,3,2,9.3,1.4,1,18.9,0,7.3
Jumbo de Perforación,Perforación y Rotación,206.8,68.2,2,0.65,0.639,8,1,16,3.09,0.8,0.09,266.7,12.9,2,2,0.4,3.9,0,0.0,1,64.5
Bomba de Desagüe Multietapa,Perforación y Rotación,98.7,10.1,1,0.895,1.0,4,1,7,2.72,0.56,0.0538,446.4,12.5,3,2,0.2,9.8,1,63.0,0,8.0
Jumbo de Perforación,Electrónica y Control ECM,144.3,50.1,2,0.857,0.601,5,2,11,2.59,0.5,0.0252,952.4,21.0,2,3,9.2,1.9,4,125.4,1,50.4
Faja Transportadora,Hidráulica de Alta Presión,52.3,11.5,1,0.846,1.0,3,2,2,0.2,0.03,0.0132,1800.0,20.9,3,3,7.1,0.2,2,64.7,0,13.5
Jumbo de Perforación,Desagüe y Bombeo de Relaves,77.3,19.8,2,0.901,0.817,5,0,4,2.46,0.56,0.0384,624.6,20.6,2,3,3.2,0.9,2,32.5,0,1.6
Jumbo de Perforación,Hidráulica de Alta Presión,68.5,13.0,1,0.808,1.0,2,2,5,1.68,0.7,0.0568,422.6,17.8,2,3,6.2,9.8,0,0.0,0,8.3
Compresor Estacionario,Hidráulica de Alta Presión,102.5,32.1,2,0.903,0.596,5,3,4,0.41,0.17,0.0298,806.3,17.8,1,3,0.4,15.2,2,32.0,0,1.2
Scooptram (LHD),Hidráulica de Alta Presión,256.8,61.8,1,0.789,1.0,5,1,3,0.27,0.08,0.0128,1800.0,13.3,2,3,6.2,1.7,0,0.0,1,79.8
Bomba de Desagüe Multietapa,Electrónica y Control ECM,129.2,34.3,2,0.804,0.747,1,1,2,0.2,0.08,0.0149,1608.2,4.0,3,3,1.2,3.0,3,53.5,0,6.4
Shovel / Pala,Transmisión y Tren de Potencia,199.1,52.2,1,0.835,1.0,5,0,6,1.36,0.28,0.0156,1533.3,18.3,3,2,11.0,0.8,1,51.1,1,111.5
Perforadora Long Hole,Hidráulica de Alta Presión,100.6,19.2,2,0.78,0.842,3,3,8,2.26,0.69,0.0177,1353.2,29.5,2,3,1.0,1.2,4,273.9,0,0.7
Faja Transportadora,Transmisión y Tren de Potencia,177.4,21.1,1,0.781,1.0,5,1,10,2.21,0.86,0.0189,1272.2,16.3,3,2,9.9,6.4,0,0.0,1,103.1
Faja Transportadora,Desagüe y Bombeo de Relaves,227.3,68.6,1,0.758,1.0,4,1,10,1.77,0.46,0.0723,331.9,19.8,3,3,7.9,12.4,1,15.5,1,106.5
Scooptram (LHD),Electrónica y Control ECM,105.9,18.3,2,0.968,0.581,6,0,8,3.32,1.34,0.0205,1170.9,15.2,2,3,0.3,7.6,0,0.0,0,8.6
Perforadora Long Hole,Desagüe y Bombeo de Relaves,91.1,28.4,2,0.908,0.829,6,1,5,1.88,0.83,0.0391,614.0,18.4,2,3,0.6,7.1,1,30.3,0,1.6
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,69.4,17.5,2,0.842,0.698,6,1,5,2.2,0.83,0.0762,315.1,24.0,3,3,1.3,11.6,6,291.4,1,44.3
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,98.7,18.6,3,0.866,0.63,7,1,5,1.7,0.64,0.0579,414.5,15.9,3,3,4.6,2.9,1,70.9,0,0.8
Scooptram (LHD),Electrónica y Control ECM,113.2,28.1,1,0.653,1.0,6,2,9,2.79,1.16,0.0438,547.4,18.1,2,3,2.1,8.2,0,0.0,0,13.7
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,223.9,58.5,1,0.726,1.0,3,3,9,1.15,0.57,0.017,1413.1,15.4,3,2,7.0,1.3,4,191.8,1,95.4
Faja Transportadora,Ventilación y Flujo de Aire,69.9,19.3,1,0.77,1.0,0,3,6,1.7,0.32,0.09,266.7,23.8,3,3,14.1,31.0,1,33.0,1,115.3
Compresor Estacionario,Desagüe y Bombeo de Relaves,112.3,34.3,1,0.65,1.0,11,1,5,1.47,0.36,0.0228,1052.8,17.8,1,3,10.8,7.0,2,119.6,0,7.1
Jumbo de Perforación,Desagüe y Bombeo de Relaves,58.3,8.2,1,0.653,1.0,5,2,4,1.34,0.64,0.0288,833.0,16.6,2,3,2.6,1.0,2,53.2,0,1.7
Scooptram (LHD),Perforación y Rotación,94.7,31.8,2,0.824,0.582,7,1,5,1.69,0.33,0.06,399.9,21.0,2,2,0.2,1.0,2,48.5,0,3.2
Jumbo de Perforación,Transmisión y Tren de Potencia,122.7,24.9,1,0.86,1.0,0,0,3,1.13,0.22,0.0059,1800.0,18.9,2,2,1.5,1.8,0,0.0,1,47.5
Perforadora Long Hole,Hidráulica de Alta Presión,131.6,41.5,1,0.939,1.0,1,1,2,0.33,0.14,0.0218,1102.5,9.8,2,3,2.9,0.4,3,105.4,0,0.7
Bomba de Desagüe Multietapa,Electrónica y Control ECM,135.2,21.0,2,0.88,0.654,1,1,2,0.24,0.11,0.023,1045.0,24.7,3,3,2.3,4.4,1,36.2,0,6.0
Ventilador Axial Principal,Hidráulica de Alta Presión,126.4,13.6,1,0.742,1.0,2,1,2,0.25,0.05,0.029,826.3,11.9,3,3,2.3,11.9,1,30.5,1,86.9
Scooptram (LHD),Transmisión y Tren de Potencia,134.8,32.8,1,0.75,1.0,2,0,1,0.27,0.07,0.0131,1800.0,14.9,2,2,1.6,4.9,0,0.0,1,57.8
Jumbo de Perforación,Hidráulica de Alta Presión,111.8,20.2,1,0.822,1.0,1,0,4,1.43,0.39,0.0459,522.5,28.3,2,3,3.1,1.3,3,107.5,1,40.4
Ventilador Axial Principal,Transmisión y Tren de Potencia,76.2,26.4,3,0.965,0.631,1,3,5,1.29,0.29,0.0191,1257.0,20.8,3,2,8.2,0.4,1,72.1,0,3.1
Compresor Estacionario,Hidráulica de Alta Presión,57.5,7.3,1,0.65,1.0,4,2,5,2.54,1.05,0.0433,554.9,21.4,1,3,0.1,11.3,0,0.0,0,3.6
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,90.8,10.2,2,0.821,0.826,2,0,3,1.34,0.4,0.0156,1534.3,15.8,3,3,2.9,2.1,1,62.0,0,1.4
Jumbo de Perforación,Ventilación y Flujo de Aire,104.9,11.7,2,0.963,0.563,10,1,4,1.16,0.57,0.0095,1800.0,25.6,2,3,14.9,14.0,2,53.4,0,3.8
Ventilador Axial Principal,Electrónica y Control ECM,170.6,26.3,1,0.893,1.0,6,1,20,4.69,1.58,0.0346,693.8,20.8,3,3,5.1,4.6,0,0.0,1,86.5
Scooptram (LHD),Ventilación y Flujo de Aire,106.2,26.0,1,0.85,1.0,4,2,10,3.3,1.28,0.0659,364.3,10.9,2,3,22.9,4.6,2,52.3,1,67.8
Faja Transportadora,Ventilación y Flujo de Aire,102.7,23.2,2,0.845,0.669,10,2,11,3.8,1.16,0.0476,504.5,16.5,3,3,2.5,9.0,1,50.5,0,11.3
Jumbo de Perforación,Hidráulica de Alta Presión,125.9,23.6,3,0.812,0.69,3,1,2,0.25,0.05,0.017,1415.6,24.4,2,3,1.6,8.6,0,0.0,0,5.6
Ventilador Axial Principal,Transmisión y Tren de Potencia,100.1,12.2,1,0.908,1.0,3,1,5,1.58,0.62,0.0289,829.7,21.6,3,2,12.6,15.1,0,0.0,1,92.9
Jumbo de Perforación,Hidráulica de Alta Presión,146.1,23.1,1,0.858,1.0,6,2,11,2.61,0.4,0.0294,816.4,26.5,2,3,1.2,13.7,2,67.2,1,72.8
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,219.9,32.1,1,0.652,1.0,9,2,8,1.11,0.22,0.005,1800.0,13.9,3,3,9.7,1.2,3,116.6,0,0.4
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,236.8,67.8,1,0.65,1.0,8,2,18,2.95,1.23,0.0453,530.1,23.2,3,3,1.4,2.5,4,132.0,1,109.8
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,113.8,33.6,2,0.922,0.709,1,0,1,0.2,0.05,0.005,1800.0,17.1,3,3,6.8,13.0,2,108.5,0,0.5
Jumbo de Perforación,Transmisión y Tren de Potencia,123.8,36.4,1,0.681,1.0,3,0,4,1.54,0.7,0.0254,943.3,10.5,2,2,9.2,26.7,0,0.0,1,70.7
Jumbo de Perforación,Perforación y Rotación,191.2,65.4,1,0.818,1.0,13,3,8,1.14,0.55,0.0063,1800.0,16.1,2,2,10.3,15.1,4,263.2,0,6.8
Scooptram (LHD),Electrónica y Control ECM,104.4,33.5,3,0.868,0.642,3,2,5,1.37,0.49,0.0255,942.7,7.9,2,3,13.8,4.2,1,60.7,0,7.0
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,139.5,31.3,1,0.766,1.0,10,1,8,2.04,0.4,0.0556,431.4,13.9,3,3,6.0,5.3,1,40.3,0,3.6
Scooptram (LHD),Hidráulica de Alta Presión,73.9,15.1,2,0.818,0.694,5,1,7,3.75,1.35,0.0739,324.9,19.2,2,3,2.9,11.0,1,72.5,1,39.5
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,98.7,32.5,2,0.884,0.843,1,1,2,0.36,0.12,0.0422,568.4,13.0,3,3,1.3,11.7,0,0.0,0,2.5
Perforadora Long Hole,Desagüe y Bombeo de Relaves,164.9,41.7,1,0.795,1.0,2,0,6,1.69,0.52,0.0408,588.7,21.5,2,3,0.6,10.2,1,50.9,1,60.8
Compresor Estacionario,Ventilación y Flujo de Aire,85.6,14.9,1,0.876,1.0,0,1,1,0.2,0.07,0.0158,1516.5,20.2,1,3,11.5,24.8,0,0.0,0,0.8
Jumbo de Perforación,Ventilación y Flujo de Aire,105.2,25.4,1,0.863,1.0,6,3,4,0.49,0.13,0.0285,843.3,19.4,2,3,1.2,1.7,1,24.7,0,3.5
Ventilador Axial Principal,Electrónica y Control ECM,63.4,22.1,3,0.85,0.778,2,0,1,0.6,0.1,0.0272,881.1,7.8,3,3,6.7,0.2,1,23.2,0,2.9
Scooptram (LHD),Electrónica y Control ECM,222.0,69.3,2,0.818,0.561,12,1,15,2.66,0.92,0.0811,296.0,14.1,2,3,7.2,2.6,1,20.2,1,81.0
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,171.1,29.2,1,0.65,1.0,0,1,2,0.2,0.08,0.0101,1800.0,11.9,3,3,2.4,2.4,4,87.6,0,3.7
Perforadora Long Hole,Hidráulica de Alta Presión,117.5,39.7,2,0.688,0.626,5,2,11,3.15,1.01,0.0138,1739.3,19.1,2,3,5.2,1.3,0,0.0,0,0.8
Scooptram (LHD),Transmisión y Tren de Potencia,131.4,45.4,2,0.895,0.553,7,1,4,1.14,0.32,0.0084,1800.0,4.0,2,2,0.6,8.7,1,41.9,0,1.7
Jumbo de Perforación,Desagüe y Bombeo de Relaves,126.3,19.9,1,0.873,1.0,2,0,4,1.27,0.49,0.019,1261.3,19.6,2,3,2.4,0.9,1,47.0,1,45.7
Perforadora Long Hole,Transmisión y Tren de Potencia,178.6,57.8,1,0.65,1.0,8,2,13,2.56,0.86,0.046,521.8,19.3,2,2,2.3,16.5,4,220.7,1,68.6
Perforadora Long Hole,Electrónica y Control ECM,91.7,29.4,2,0.918,0.852,2,2,7,2.2,1.07,0.0092,1800.0,15.4,2,3,4.0,2.9,3,125.1,0,0.4
Scooptram (LHD),Ventilación y Flujo de Aire,142.1,15.6,1,0.758,1.0,3,1,9,2.37,0.49,0.0247,973.2,19.7,2,3,3.3,4.7,0,0.0,0,3.1
Ventilador Axial Principal,Perforación y Rotación,160.4,42.9,2,0.812,0.673,2,1,2,0.22,0.07,0.0219,1094.9,16.6,3,2,0.7,5.5,1,25.0,0,5.2
Scooptram (LHD),Transmisión y Tren de Potencia,168.3,29.7,2,0.895,0.797,4,1,11,2.55,0.87,0.0268,896.4,18.9,2,2,3.4,5.9,1,41.5,1,67.6
Scooptram (LHD),Transmisión y Tren de Potencia,49.9,13.4,1,0.65,1.0,1,0,3,2.16,0.75,0.0156,1535.4,20.6,2,2,0.1,0.1,3,149.1,1,18.2
Compresor Estacionario,Desagüe y Bombeo de Relaves,89.2,29.3,2,0.928,0.837,7,0,9,4.48,1.8,0.09,266.7,20.2,1,3,2.9,11.8,3,65.9,1,22.7
Perforadora Long Hole,Desagüe y Bombeo de Relaves,77.0,17.3,1,0.737,1.0,2,0,1,0.31,0.08,0.0167,1439.4,21.8,2,3,0.9,6.9,2,120.4,0,0.9
Shovel / Pala,Ventilación y Flujo de Aire,115.9,23.6,3,0.873,0.647,2,0,4,1.31,0.4,0.014,1709.0,24.4,3,3,0.8,3.2,0,0.0,1,57.3
Scooptram (LHD),Transmisión y Tren de Potencia,54.3,17.9,1,0.814,1.0,4,2,4,1.24,0.57,0.0148,1626.6,15.1,2,2,0.0,1.4,2,65.6,0,0.7
Perforadora Long Hole,Transmisión y Tren de Potencia,53.8,18.5,2,0.942,0.735,0,1,2,0.51,0.16,0.0579,414.3,22.7,2,2,31.1,0.4,2,47.5,0,7.3
Jumbo de Perforación,Electrónica y Control ECM,235.1,27.2,2,0.933,0.671,4,1,19,3.23,1.42,0.0658,364.5,14.8,2,3,3.8,1.4,0,0.0,1,76.0
Jumbo de Perforación,Desagüe y Bombeo de Relaves,136.5,45.2,1,0.913,1.0,4,2,5,0.97,0.22,0.0735,326.5,15.6,2,3,3.4,5.8,1,59.1,0,2.3
Ventilador Axial Principal,Perforación y Rotación,114.8,13.9,1,0.789,1.0,3,1,10,3.48,1.2,0.0363,662.0,13.3,3,2,1.5,0.7,1,34.8,1,55.8
Scooptram (LHD),Hidráulica de Alta Presión,124.9,23.0,2,0.873,0.557,4,0,3,1.12,0.43,0.011,1800.0,12.7,2,3,6.6,4.2,1,68.5,0,5.3
Shovel / Pala,Transmisión y Tren de Potencia,115.8,33.7,2,0.906,0.891,6,0,8,2.95,0.68,0.0656,365.9,16.5,3,2,4.5,1.6,0,0.0,1,55.7
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,156.0,45.9,1,0.899,1.0,4,1,11,2.65,0.69,0.0364,658.4,20.1,3,2,8.0,3.1,1,54.5,1,90.0
Scooptram (LHD),Perforación y Rotación,88.2,24.8,3,0.917,0.812,6,1,6,2.35,1.05,0.0436,550.6,15.4,2,2,12.7,3.5,1,26.5,0,1.2
Scooptram (LHD),Ventilación y Flujo de Aire,117.4,12.9,2,0.844,0.617,5,1,11,3.53,0.97,0.0314,765.4,26.0,2,3,3.8,5.9,3,71.5,1,46.6
Scooptram (LHD),Transmisión y Tren de Potencia,119.1,15.9,1,0.908,1.0,5,1,9,3.04,1.1,0.045,533.8,22.3,2,2,0.8,0.3,1,33.1,1,40.2
Scooptram (LHD),Hidráulica de Alta Presión,76.3,25.5,2,0.951,0.605,3,1,7,3.55,1.41,0.0275,873.5,20.6,2,3,5.8,6.6,0,0.0,1,45.1
Bomba de Desagüe Multietapa,Electrónica y Control ECM,172.0,20.7,1,0.761,1.0,5,2,7,1.29,0.35,0.0208,1156.3,13.8,3,3,22.1,1.2,2,73.0,0,2.0
Perforadora Long Hole,Hidráulica de Alta Presión,94.1,11.3,3,0.773,0.828,5,1,5,1.62,0.34,0.028,856.0,17.0,2,3,1.5,0.9,3,123.5,0,0.5
