MINE_ID,SUBUNIT,EQUIPMENT_TYPE,FAILURE_CAUSE,LOST_HOURS,PARTS_WAIT_HOURS,INSPECTION_YEAR
SUR-03,Shaft / Hoistway,Haulage LHD,Bearing Seizure,7.5,113.5,2023
SUR-03,Pump Station,Drill Jumbo,Power Transmission Failure,38.7,6.7,2024
TITAN-01,Drift / Ramp,Slurry Pump,Hydraulic Burst,4.4,40.7,2023
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,69.3,14.0,2023
ANDINA-02,Pump Station,Drill Jumbo,Power Transmission Failure,6.2,77.6,2025
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,42.5,3.5,2023
TITAN-01,Drift / Ramp,Drill Jumbo,Power Transmission Failure,58.9,56.1,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Electrical Fault,72.0,9.2,2024
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,52.5,43.6,2023
TITAN-01,Underground Haulageway,Mine Fan,Power Transmission Failure,12.1,86.7,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Hydraulic Burst,13.7,67.5,2025
ANDINA-02,Pump Station,Mine Fan,Hydraulic Burst,17.3,67.1,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Bearing Seizure,7.6,35.0,2024
SUR-03,Pump Station,Continuous Haulage,Bearing Seizure,4.5,106.3,2025
SUR-03,Pump Station,Continuous Haulage,Power Transmission Failure,52.8,42.6,2023
ANDINA-02,Pump Station,Haulage LHD,Electrical Fault,23.4,119.8,2024
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,26.5,38.0,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Hydraulic Burst,66.8,33.8,2024
SUR-03,Pump Station,Mine Fan,Electrical Fault,30.3,12.1,2023
SUR-03,Underground Haulageway,Mine Fan,Electrical Fault,32.2,37.8,2025
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,41.1,7.3,2023
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,7.0,97.8,2023
ANDINA-02,Underground Haulageway,Slurry Pump,Hydraulic Burst,14.7,54.1,2024
SUR-03,Stope Production Face,Haulage LHD,Bearing Seizure,86.8,242.7,2024
SUR-03,Pump Station,Haulage LHD,Power Transmission Failure,65.5,4.6,2024
SUR-03,Pump Station,Haulage LHD,Bearing Seizure,55.7,13.2,2025
ANDINA-02,Drift / Ramp,Drill Jumbo,Electrical Fault,18.4,100.6,2025
TITAN-01,Shaft / Hoistway,Drill Jumbo,Electrical Fault,50.7,24.1,2024
ANDINA-02,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,5.2,30.1,2025
TITAN-01,Drift / Ramp,Mine Fan,Hydraulic Burst,7.9,94.6,2025
TITAN-01,Drift / Ramp,Mine Fan,Electrical Fault,16.8,35.4,2024
ANDINA-02,Drift / Ramp,Haulage LHD,Bearing Seizure,19.9,10.3,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,11.3,106.8,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Power Transmission Failure,14.6,1.5,2025
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,8.3,108.4,2023
TITAN-01,Pump Station,Haulage LHD,Hydraulic Burst,20.1,2.5,2023
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,41.9,52.6,2023
ANDINA-02,Stope Production Face,Haulage LHD,Bearing Seizure,30.0,3.6,2024
TITAN-01,Stope Production Face,Slurry Pump,Bearing Seizure,6.7,58.8,2023
SUR-03,Pump Station,Mine Fan,Electrical Fault,20.0,1.7,2024
SUR-03,Underground Haulageway,Continuous Haulage,Power Transmission Failure,32.7,88.7,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Bearing Seizure,22.1,30.1,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,15.9,4.7,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Power Transmission Failure,27.3,58.9,2024
TITAN-01,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,87.1,32.3,2023
SUR-03,Drift / Ramp,Continuous Haulage,Hydraulic Burst,6.4,10.2,2023
TITAN-01,Pump Station,Drill Jumbo,Power Transmission Failure,15.9,0.8,2023
ANDINA-02,Pump Station,Mine Fan,Bearing Seizure,16.5,26.0,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,24.6,4.3,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Electrical Fault,8.0,4.7,2024
ANDINA-02,Stope Production Face,Drill Jumbo,Hydraulic Burst,8.7,14.9,2025
ANDINA-02,Stope Production Face,Mine Fan,Hydraulic Burst,12.1,47.8,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Electrical Fault,78.9,36.2,2025
TITAN-01,Stope Production Face,Slurry Pump,Electrical Fault,35.8,3.4,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,30.0,165.9,2024
TITAN-01,Underground Haulageway,Mine Fan,Electrical Fault,44.8,104.7,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,7.3,14.4,2024
SUR-03,Stope Production Face,Slurry Pump,Electrical Fault,51.1,6.3,2023
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,25.7,137.0,2025
SUR-03,Underground Haulageway,Mine Fan,Bearing Seizure,13.8,29.7,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Power Transmission Failure,44.6,17.9,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Hydraulic Burst,42.9,32.4,2024
SUR-03,Underground Haulageway,Haulage LHD,Bearing Seizure,48.9,71.1,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,6.9,8.9,2023
TITAN-01,Pump Station,Haulage LHD,Bearing Seizure,87.7,70.0,2025
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,81.0,66.4,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,14.6,37.2,2024
SUR-03,Underground Haulageway,Mine Fan,Electrical Fault,5.6,96.4,2024
ANDINA-02,Underground Haulageway,Mine Fan,Electrical Fault,8.4,6.8,2025
SUR-03,Shaft / Hoistway,Continuous Haulage,Electrical Fault,122.5,43.4,2024
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,23.9,28.6,2024
ANDINA-02,Underground Haulageway,Mine Fan,Electrical Fault,14.6,26.3,2024
SUR-03,Underground Haulageway,Drill Jumbo,Electrical Fault,12.2,14.0,2025
ANDINA-02,Stope Production Face,Mine Fan,Bearing Seizure,11.1,22.4,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,30.2,5.5,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Electrical Fault,17.0,13.9,2024
TITAN-01,Stope Production Face,Mine Fan,Hydraulic Burst,84.7,15.2,2025
SUR-03,Pump Station,Slurry Pump,Hydraulic Burst,31.6,61.2,2024
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,41.7,2.4,2023
TITAN-01,Underground Haulageway,Mine Fan,Hydraulic Burst,12.3,50.6,2024
SUR-03,Stope Production Face,Drill Jumbo,Power Transmission Failure,6.0,12.0,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Bearing Seizure,20.1,4.1,2025
TITAN-01,Underground Haulageway,Mine Fan,Power Transmission Failure,13.1,17.2,2024
SUR-03,Pump Station,Continuous Haulage,Bearing Seizure,9.4,12.2,2025
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,77.2,38.5,2024
ANDINA-02,Pump Station,Continuous Haulage,Hydraulic Burst,18.1,21.2,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,8.6,162.3,2024
SUR-03,Drift / Ramp,Mine Fan,Hydraulic Burst,9.3,159.0,2024
ANDINA-02,Pump Station,Continuous Haulage,Hydraulic Burst,11.9,28.2,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,178.9,76.1,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Electrical Fault,11.5,0.6,2025
TITAN-01,Underground Haulageway,Slurry Pump,Bearing Seizure,13.6,38.1,2023
TITAN-01,Drift / Ramp,Continuous Haulage,Hydraulic Burst,29.8,65.3,2024
ANDINA-02,Pump Station,Slurry Pump,Bearing Seizure,12.4,11.7,2023
SUR-03,Underground Haulageway,Continuous Haulage,Bearing Seizure,9.8,3.0,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,8.1,8.1,2023
TITAN-01,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,13.0,28.0,2025
TITAN-01,Stope Production Face,Slurry Pump,Hydraulic Burst,6.7,33.9,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Power Transmission Failure,4.5,23.0,2023
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,43.2,27.8,2023
SUR-03,Stope Production Face,Haulage LHD,Hydraulic Burst,7.6,30.5,2023
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,39.9,70.4,2023
TITAN-01,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,42.3,5.3,2024
SUR-03,Shaft / Hoistway,Haulage LHD,Electrical Fault,22.5,70.3,2025
ANDINA-02,Drift / Ramp,Drill Jumbo,Bearing Seizure,12.9,56.0,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,7.8,65.0,2024
TITAN-01,Stope Production Face,Slurry Pump,Electrical Fault,36.0,63.6,2025
SUR-03,Underground Haulageway,Haulage LHD,Bearing Seizure,26.1,30.5,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,29.6,11.4,2024
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,4.2,36.9,2025
ANDINA-02,Drift / Ramp,Slurry Pump,Electrical Fault,67.0,152.1,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Electrical Fault,5.6,42.6,2024
ANDINA-02,Pump Station,Drill Jumbo,Hydraulic Burst,15.0,0.5,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Hydraulic Burst,16.4,3.0,2025
SUR-03,Underground Haulageway,Mine Fan,Bearing Seizure,4.0,237.2,2024
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,20.5,3.6,2024
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,37.5,2.3,2025
TITAN-01,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,45.6,20.9,2024
TITAN-01,Pump Station,Drill Jumbo,Bearing Seizure,54.8,167.2,2025
SUR-03,Underground Haulageway,Haulage LHD,Electrical Fault,20.1,18.4,2024
TITAN-01,Pump Station,Haulage LHD,Electrical Fault,27.9,25.3,2024
TITAN-01,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,6.0,48.3,2024
ANDINA-02,Pump Station,Continuous Haulage,Electrical Fault,20.1,1.2,2025
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,8.0,109.5,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Bearing Seizure,15.1,35.2,2025
SUR-03,Drift / Ramp,Mine Fan,Bearing Seizure,13.6,30.2,2024
TITAN-01,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,17.2,94.6,2023
SUR-03,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,24.3,146.8,2023
SUR-03,Stope Production Face,Drill Jumbo,Electrical Fault,60.0,26.4,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,16.0,9.1,2025
TITAN-01,Drift / Ramp,Slurry Pump,Hydraulic Burst,99.3,81.2,2023
SUR-03,Drift / Ramp,Haulage LHD,Bearing Seizure,38.2,24.8,2023
TITAN-01,Drift / Ramp,Mine Fan,Power Transmission Failure,21.2,131.6,2025
ANDINA-02,Stope Production Face,Drill Jumbo,Bearing Seizure,28.8,143.7,2025
ANDINA-02,Shaft / Hoistway,Slurry Pump,Bearing Seizure,6.6,5.9,2023
TITAN-01,Underground Haulageway,Continuous Haulage,Hydraulic Burst,48.7,150.5,2025
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,25.0,22.0,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,106.6,49.9,2024
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,28.3,1.7,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,47.1,105.5,2023
SUR-03,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,42.6,49.3,2025
ANDINA-02,Stope Production Face,Slurry Pump,Hydraulic Burst,14.2,49.5,2025
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,11.2,111.6,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Hydraulic Burst,17.5,34.1,2024
SUR-03,Underground Haulageway,Haulage LHD,Electrical Fault,19.1,25.4,2023
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,10.6,96.5,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Hydraulic Burst,58.0,65.1,2023
ANDINA-02,Pump Station,Drill Jumbo,Hydraulic Burst,22.8,142.8,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,96.1,135.1,2023
TITAN-01,Pump Station,Continuous Haulage,Hydraulic Burst,43.9,23.1,2024
TITAN-01,Shaft / Hoistway,Mine Fan,Electrical Fault,23.5,28.4,2024
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,74.5,14.2,2024
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,20.9,51.9,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,56.4,21.8,2023
ANDINA-02,Pump Station,Slurry Pump,Power Transmission Failure,14.6,74.0,2024
TITAN-01,Underground Haulageway,Mine Fan,Electrical Fault,15.4,6.2,2023
ANDINA-02,Drift / Ramp,Mine Fan,Hydraulic Burst,17.0,5.9,2025
TITAN-01,Pump Station,Slurry Pump,Hydraulic Burst,23.0,11.0,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,23.4,4.2,2025
ANDINA-02,Underground Haulageway,Mine Fan,Hydraulic Burst,20.5,46.4,2024
SUR-03,Stope Production Face,Slurry Pump,Power Transmission Failure,12.8,7.7,2024
ANDINA-02,Underground Haulageway,Drill Jumbo,Bearing Seizure,66.9,8.4,2024
SUR-03,Shaft / Hoistway,Slurry Pump,Electrical Fault,25.3,0.7,2025
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,16.6,73.1,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Hydraulic Burst,29.3,80.3,2025
TITAN-01,Stope Production Face,Drill Jumbo,Power Transmission Failure,39.1,8.5,2025
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,81.7,64.6,2023
SUR-03,Underground Haulageway,Haulage LHD,Hydraulic Burst,20.6,27.3,2023
TITAN-01,Pump Station,Haulage LHD,Bearing Seizure,6.9,13.1,2024
SUR-03,Drift / Ramp,Drill Jumbo,Bearing Seizure,17.9,46.6,2024
SUR-03,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,19.6,9.4,2025
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,58.6,67.9,2023
TITAN-01,Drift / Ramp,Mine Fan,Hydraulic Burst,16.1,2.3,2023
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,77.5,153.5,2024
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,19.9,3.6,2023
TITAN-01,Stope Production Face,Haulage LHD,Power Transmission Failure,91.4,41.6,2024
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,4.2,111.6,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Electrical Fault,59.0,0.6,2025
SUR-03,Stope Production Face,Continuous Haulage,Power Transmission Failure,68.2,33.1,2024
SUR-03,Pump Station,Drill Jumbo,Power Transmission Failure,81.9,20.7,2025
ANDINA-02,Stope Production Face,Slurry Pump,Hydraulic Burst,4.3,41.7,2025
SUR-03,Underground Haulageway,Slurry Pump,Hydraulic Burst,8.5,12.3,2023
TITAN-01,Stope Production Face,Haulage LHD,Hydraulic Burst,29.5,3.2,2023
SUR-03,Stope Production Face,Haulage LHD,Hydraulic Burst,4.6,47.2,2023
TITAN-01,Pump Station,Continuous Haulage,Electrical Fault,5.6,25.9,2023
ANDINA-02,Drift / Ramp,Drill Jumbo,Power Transmission Failure,10.0,46.8,2023
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,21.2,11.3,2024
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,22.9,19.9,2024
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,4.8,39.6,2023
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,8.5,43.2,2025
ANDINA-02,Drift / Ramp,Drill Jumbo,Bearing Seizure,20.6,22.4,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Hydraulic Burst,25.6,15.8,2024
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,7.9,15.4,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,16.2,9.2,2024
ANDINA-02,Underground Haulageway,Mine Fan,Power Transmission Failure,60.3,18.9,2025
SUR-03,Drift / Ramp,Drill Jumbo,Power Transmission Failure,167.5,10.7,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,108.6,48.2,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,55.2,40.4,2024
ANDINA-02,Stope Production Face,Haulage LHD,Hydraulic Burst,16.0,23.1,2025
ANDINA-02,Stope Production Face,Continuous Haulage,Hydraulic Burst,31.8,18.9,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Hydraulic Burst,16.9,13.0,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Hydraulic Burst,29.1,36.8,2025
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,12.9,120.6,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Hydraulic Burst,26.4,55.6,2023
TITAN-01,Stope Production Face,Haulage LHD,Electrical Fault,21.8,65.5,2025
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,4.6,86.3,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,41.5,20.8,2025
TITAN-01,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,4.3,3.1,2024
TITAN-01,Pump Station,Haulage LHD,Power Transmission Failure,12.3,46.8,2023
TITAN-01,Drift / Ramp,Slurry Pump,Bearing Seizure,4.1,10.0,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,15.3,40.4,2024
ANDINA-02,Underground Haulageway,Mine Fan,Hydraulic Burst,5.6,64.6,2023
TITAN-01,Drift / Ramp,Continuous Haulage,Bearing Seizure,62.7,73.5,2025
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,16.9,17.2,2024
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,18.8,34.5,2024
SUR-03,Drift / Ramp,Slurry Pump,Electrical Fault,14.3,46.6,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,27.7,82.2,2025
SUR-03,Stope Production Face,Slurry Pump,Power Transmission Failure,40.8,68.8,2025
ANDINA-02,Pump Station,Mine Fan,Hydraulic Burst,29.1,212.2,2023
TITAN-01,Stope Production Face,Slurry Pump,Hydraulic Burst,37.1,0.4,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,60.7,27.6,2024
SUR-03,Shaft / Hoistway,Mine Fan,Hydraulic Burst,51.8,14.2,2023
SUR-03,Stope Production Face,Haulage LHD,Hydraulic Burst,30.9,6.1,2023
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,9.8,116.4,2023
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,28.4,297.4,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,20.9,9.6,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,34.3,1.9,2024
ANDINA-02,Drift / Ramp,Mine Fan,Electrical Fault,46.9,15.4,2024
SUR-03,Shaft / Hoistway,Haulage LHD,Electrical Fault,36.6,86.4,2024
TITAN-01,Drift / Ramp,Slurry Pump,Power Transmission Failure,49.0,16.7,2023
ANDINA-02,Stope Production Face,Haulage LHD,Electrical Fault,5.6,2.8,2025
TITAN-01,Pump Station,Mine Fan,Hydraulic Burst,4.8,2.6,2023
ANDINA-02,Drift / Ramp,Drill Jumbo,Hydraulic Burst,11.2,26.8,2023
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,59.4,128.9,2024
TITAN-01,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,45.6,16.2,2023
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,31.6,26.7,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Hydraulic Burst,33.0,5.2,2024
SUR-03,Stope Production Face,Drill Jumbo,Power Transmission Failure,35.1,32.7,2025
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,72.6,57.2,2025
ANDINA-02,Shaft / Hoistway,Haulage LHD,Bearing Seizure,46.8,15.2,2025
ANDINA-02,Shaft / Hoistway,Mine Fan,Electrical Fault,27.4,16.9,2023
SUR-03,Pump Station,Drill Jumbo,Hydraulic Burst,30.3,88.6,2023
TITAN-01,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,9.8,0.5,2023
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,29.7,48.6,2023
SUR-03,Stope Production Face,Drill Jumbo,Electrical Fault,17.3,24.0,2024
TITAN-01,Underground Haulageway,Haulage LHD,Hydraulic Burst,8.0,17.0,2023
SUR-03,Pump Station,Slurry Pump,Hydraulic Burst,43.4,51.4,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Power Transmission Failure,21.1,86.4,2025
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,95.0,39.2,2024
TITAN-01,Underground Haulageway,Continuous Haulage,Power Transmission Failure,11.9,1.5,2023
ANDINA-02,Pump Station,Slurry Pump,Electrical Fault,19.7,29.7,2024
SUR-03,Drift / Ramp,Continuous Haulage,Electrical Fault,18.3,29.8,2023
SUR-03,Underground Haulageway,Drill Jumbo,Electrical Fault,7.1,37.7,2023
SUR-03,Underground Haulageway,Continuous Haulage,Hydraulic Burst,17.3,53.4,2024
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,12.1,0.9,2024
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Electrical Fault,8.2,33.5,2025
SUR-03,Underground Haulageway,Mine Fan,Electrical Fault,12.0,42.6,2025
ANDINA-02,Stope Production Face,Drill Jumbo,Bearing Seizure,10.4,20.2,2025
ANDINA-02,Drift / Ramp,Continuous Haulage,Hydraulic Burst,35.8,53.0,2025
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,4.8,12.4,2025
ANDINA-02,Pump Station,Mine Fan,Hydraulic Burst,27.1,18.3,2024
TITAN-01,Stope Production Face,Drill Jumbo,Power Transmission Failure,38.3,157.9,2025
TITAN-01,Underground Haulageway,Slurry Pump,Bearing Seizure,19.7,20.5,2024
SUR-03,Stope Production Face,Slurry Pump,Power Transmission Failure,68.4,20.4,2025
TITAN-01,Stope Production Face,Mine Fan,Electrical Fault,33.5,43.5,2023
TITAN-01,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,37.1,169.9,2025
SUR-03,Stope Production Face,Slurry Pump,Power Transmission Failure,9.3,195.8,2023
SUR-03,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,40.0,41.6,2024
SUR-03,Drift / Ramp,Drill Jumbo,Power Transmission Failure,46.8,0.1,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Hydraulic Burst,14.8,110.8,2024
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,9.8,40.5,2025
SUR-03,Underground Haulageway,Haulage LHD,Hydraulic Burst,15.7,21.9,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Hydraulic Burst,36.3,84.8,2025
SUR-03,Drift / Ramp,Slurry Pump,Hydraulic Burst,17.0,24.5,2025
ANDINA-02,Pump Station,Slurry Pump,Power Transmission Failure,36.0,1.7,2023
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,6.9,82.6,2024
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,43.4,37.9,2024
SUR-03,Shaft / Hoistway,Mine Fan,Hydraulic Burst,11.0,19.8,2024
SUR-03,Stope Production Face,Slurry Pump,Electrical Fault,10.9,13.9,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,25.4,43.2,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Electrical Fault,5.7,11.2,2023
TITAN-01,Underground Haulageway,Drill Jumbo,Bearing Seizure,4.6,18.8,2025
TITAN-01,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,11.3,48.6,2023
SUR-03,Underground Haulageway,Mine Fan,Bearing Seizure,22.5,102.4,2024
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,61.2,36.5,2024
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,49.0,68.3,2025
ANDINA-02,Stope Production Face,Slurry Pump,Power Transmission Failure,20.2,69.1,2023
SUR-03,Drift / Ramp,Haulage LHD,Bearing Seizure,4.9,52.4,2025
TITAN-01,Pump Station,Mine Fan,Electrical Fault,22.4,13.5,2025
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,33.3,96.8,2023
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,13.9,27.5,2025
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,6.8,2.2,2023
TITAN-01,Underground Haulageway,Slurry Pump,Electrical Fault,11.8,13.5,2023
ANDINA-02,Underground Haulageway,Slurry Pump,Electrical Fault,39.4,69.6,2024
ANDINA-02,Pump Station,Slurry Pump,Hydraulic Burst,14.4,3.4,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Bearing Seizure,44.1,7.7,2024
ANDINA-02,Stope Production Face,Slurry Pump,Hydraulic Burst,13.2,56.9,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,8.3,107.1,2025
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,17.7,48.2,2024
TITAN-01,Stope Production Face,Continuous Haulage,Hydraulic Burst,18.4,12.1,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,4.4,2.6,2024
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,7.0,45.8,2023
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,8.9,2.3,2025
SUR-03,Shaft / Hoistway,Mine Fan,Electrical Fault,6.9,45.5,2023
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,14.0,12.3,2025
TITAN-01,Stope Production Face,Drill Jumbo,Hydraulic Burst,84.2,112.8,2025
